item-no,pos-in-chrono,jencks-name,last-name,first-name,item-type,viaf-link,wikipedia-link,getty-link,born,died,works-in-htdl,unvrf-built-bio-comparisons,top-terms
154,1987,EISENMAN,Eisenmann,Peter,person,http://viaf.org/viaf/54297401,https://en.wikipedia.org/wiki/Peter_Eisenman,,8/11/1932,,0,0,term1 term2 term3 term4 term5
155,1985,E.Wakil,El-Wakil,Abdel-Wahad,person,,https://en.wikipedia.org/wiki/Abdel-Wahed_El-Wakil,,8/7/1943,,0,0,term1 term2 term3 term4 term5
156,1948,Erith,Erith,Raymond,person,http://viaf.org/viaf/8239452,https://en.wikipedia.org/wiki/Raymond_Erith,,8/7/1904,11/30/1973,0,0,term1 term2 term3 term4 term5
157,1956,Erskine,Erskine,Ralph,person,http://viaf.org/viaf/95748450,https://en.wikipedia.org/wiki/Ralph_Erskine_(architect),,2/24/1914,3/16/2005,0,0,term1 term2 term3 term4 term5
158,1971,Erskine,Erskine,Ralph,person,http://viaf.org/viaf/95748450,https://en.wikipedia.org/wiki/Ralph_Erskine_(architect),,2/24/1914,3/16/2005,0,0,term1 term2 term3 term4 term5
159,1999,Evans,Evans,,,,,,,,0,0,term1 term2 term3 term4 term5
160,1990,Ferrell,Farrell,Terry,person,,https://en.wikipedia.org/wiki/Terry_Farrell_(architect),,5/12/1938,,9999,,term1 term2 term3 term4 term5
161,1979,Fathy,Fathy,Hassan,person,,https://en.wikipedia.org/wiki/Hassan_Fathy,,3/23/1900,11/30/1989,9999,,term1 term2 term3 term4 term5
162,1926,Ferris,Ferris,Hugh,person,http://viaf.org/viaf/39100,https://en.wikipedia.org/wiki/Hugh_Ferriss,,7/12/1889,1/28/1962,0,0,term1 term2 term3 term4 term5
163,1924,Finsterlin,Finsterlin,Hermann,person,http://viaf.org/viaf/24726854,https://en.wikipedia.org/wiki/Hermann_Finsterlin,,08/18/1887,9/16/1973,0,0,term1 term2 term3 term4 term5
164,1909,Fischer,Fischer,Alfred,person,https://viaf.org/en/viaf/102403710,https://en.wikipedia.org/wiki/Alfred_Fischer_(architect),,8/29/1881,4/10/1950,0,0,term1 term2 term3 term4 term5
165,1996,M.Fisher,Fisher,Mark,person,http://viaf.org/viaf/29739141,https://en.wikipedia.org/wiki/Mark_Fisher_(architect),,4/20/1947,6/25/2013,0,0,term1 term2 term3 term4 term5
166,2002,FOA,FOA,,,http://viaf.org/viaf/151063924,https://en.wikipedia.org/wiki/Foreign_Office_Architects,,1993,,0,0,term1 term2 term3 term4 term5
167,1985,Frampton,Frampton,Kenneth,person,,https://en.wikipedia.org/wiki/Kenneth_Frampton,,11/20/1930,,9999,,term1 term2 term3 term4 term5
168,1944,Fromin,Fromin,,,,,,,,0,0,term1 term2 term3 term4 term5
169,1993,Fuksas,Fuksas,Massimiliano,person,,https://en.wikipedia.org/wiki/Massimiliano_Fuksas,,1/9/1944,,9999,,term1 term2 term3 term4 term5
170,1958,Fuller,Fuller,Buckminster,person,,https://en.wikipedia.org/wiki/Buckminster_Fuller,,7/12/1895,7/1/1983,9999,9,term1 term2 term3 term4 term5
171,1955,Gardella,Gardella,Ignazio,person,https://viaf.org/en/viaf/100244344,https://en.wikipedia.org/wiki/Ignazio_Gardella,,3/30/1905,3/16/1999,0,0,term1 term2 term3 term4 term5
172,1902,Garnier,Garnier,Charles,person,https://viaf.org/en/viaf/41840486,https://en.wikipedia.org/wiki/Charles_Garnier_(architect),,11/6/1825,9/3/1898,0,0,term1 term2 term3 term4 term5
173,1903,Garnier,Garnier,Charles,person,https://viaf.org/en/viaf/41840486,https://en.wikipedia.org/wiki/Charles_Garnier_(architect),,11/6/1825,9/3/1898,0,0,term1 term2 term3 term4 term5
174,1902,GAUDI,Gaudi,Antoni,person,http://viaf.org/viaf/9855586,https://en.wikipedia.org/wiki/Antoni_Gaud%C3%AD,,6/25/1852,6/10/1926,0,0,term1 term2 term3 term4 term5
175,1980,GEHRY,Gehry,Frank,person,,https://en.wikipedia.org/wiki/Frank_Gehry,,2/28/1929,,9999,,term1 term2 term3 term4 term5
176,1982,GEHRY,Gehry,Frank,person,,https://en.wikipedia.org/wiki/Frank_Gehry,,2/28/1929,,9999,,term1 term2 term3 term4 term5
177,1992,GEHRY,Gehry,Frank,person,,https://en.wikipedia.org/wiki/Frank_Gehry,,2/28/1929,,9999,,term1 term2 term3 term4 term5
178,1963,Gibberd,Gibberd,Frederick,person,,https://en.wikipedia.org/wiki/Frederick_Gibberd,,1/7/1908,1/9/1984,9999,,term1 term2 term3 term4 term5
179,1930,Giedion,Giedion,Sigfried,person,http://viaf.org/viaf/64006335,https://en.wikipedia.org/wiki/Sigfried_Giedion,,4/14/1888,4/10/1968,0,0,term1 term2 term3 term4 term5
180,1918,Gilbert,Gilbert,Cass,person,,https://en.wikipedia.org/wiki/Cass_Gilbert,,11/24/1859,5/17/1934,9999,,term1 term2 term3 term4 term5
181,1919,Gill,Gill,Irving`,person,http://viaf.org/viaf/72271842,https://en.wikipedia.org/wiki/Irving_Gill,,4/26/1870,10/7/1936,0,0,term1 term2 term3 term4 term5
182,1929,Ginzburg,Ginzburg,Moisei,person,http://viaf.org/viaf/36973011,https://en.wikipedia.org/wiki/Moisei_Ginzburg,,06/04/1892,1/7/1946,0,0,term1 term2 term3 term4 term5
183,1903,Gocar,Gocar,Josef,person,http://viaf.org/viaf/13212528,https://en.wikipedia.org/wiki/Josef_Go%C4%8D%C3%A1r,,3/13/1880,9/10/1945,0,0,term1 term2 term3 term4 term5
184,1956,Goff,Goff,Bruce,person,,https://en.wikipedia.org/wiki/Bruce_Goff,,6/8/1904,8/4/1982,9999,,term1 term2 term3 term4 term5
185,1979,Gough,Gough,Piers,person,http://viaf.org/viaf/267354602,https://en.wikipedia.org/wiki/Piers_Gough,,4/24/1946,,0,0,term1 term2 term3 term4 term5
186,1976,Graves,Graves,Michael ,person,,https://en.wikipedia.org/wiki/Michael_Graves,,7/9/1934,3/12/2015,9999,,term1 term2 term3 term4 term5
187,1908,Greene & Greene,Greene,Charles Sumner,,,https://en.wikipedia.org/wiki/Greene_and_Greene,,1868,1957,9999,,term1 term2 term3 term4 term5
187,1908,Greene & Greene,Greene,Henry Mather,,,https://en.wikipedia.org/wiki/Greene_and_Greene,,1/23/1870,10/2/1954,9999,,term1 term2 term3 term4 term5
189,1962,Greene,Greene,Herb,person,,https://en.wikipedia.org/wiki/Herb_Greene_(architect),,1929,,9999,,term1 term2 term3 term4 term5
190,1927,GROPIUS,Gropius,Walter,person,,https://en.wikipedia.org/wiki/Walter_Gropius,,5/18/1883,7/5/1969,9999,,term1 term2 term3 term4 term5
191,1968,Habraken,Habraken,John,person,http://viaf.org/viaf/79211690,https://en.wikipedia.org/wiki/N._John_Habraken,,10/29/1928,10/21/2023,0,0,term1 term2 term3 term4 term5
192,1990,Hadid,Hadid,Zaha,person,,https://en.wikipedia.org/wiki/Zaha_Hadid,,10/31/1950,3/31/2016,9999,,term1 term2 term3 term4 term5
193,1912,Hampstead,Hampstead,,,,,,,,0,0,term1 term2 term3 term4 term5
194,1996,Hara,Hara,Hiroshi,person,,https://en.wikipedia.org/wiki/Hiroshi_Hara_(architect),,9/9/1936,,9999,,term1 term2 term3 term4 term5
195,1922,Haring,Haring,Hugo,person,https://viaf.org/en/viaf/71465805,https://en.wikipedia.org/wiki/Hugo_H%C3%A4ring,,05/11/1882,5/17/1958,0,0,term1 term2 term3 term4 term5
196,1941,HARRIS,Harris,Harwell Hamilton,person,http://viaf.org/viaf/38309362,https://en.wikipedia.org/wiki/Harwell_Hamilton_Harris,,7/2/1903,11/18/1990,0,0,term1 term2 term3 term4 term5
197,1961,Harrison,Harrison,Wallace,person,http://viaf.org/viaf/79404254,https://en.wikipedia.org/wiki/Wallace_Harrison,,09/28/1895,12/2/1981,0,0,term1 term2 term3 term4 term5
198,2002,Hasegawa,Hasegawa,Itsuko,person,,https://en.wikipedia.org/wiki/Itsuko_Hasegawa,,1941,,9999,34567,term1 term2 term3 term4 term5
199,1960,Hausermann,Hausermann,Pascal,group of architects,https://viaf.org/en/viaf/66585853,https://architectuul.com/architect/pascal-hausermann,,1936,2011,0,0,term1 term2 term3 term4 term5
200,1921,Hauszinsteur,Hauszinsteur,,,,,,,,0,0,term1 term2 term3 term4 term5
201,1989,Hecker,Hecker,Ziv,person,,https://en.wikipedia.org/wiki/Zvi_Hecker,,5/31/1931,9/24/2023,0,0,term1 term2 term3 term4 term5
202,1912,Hellerau,Hellerau,,,,,,,,0,0,term1 term2 term3 term4 term5
203,1968,Hertzberger,Hertzberger,Herman,person,http://viaf.org/viaf/54244045,https://en.wikipedia.org/wiki/Herman_Hertzberger,,7/6/1932,,0,0,term1 term2 term3 term4 term5
204,1904,Hoffman,Hoffman,Josef,person,http://viaf.org/viaf/66567152,https://en.wikipedia.org/wiki/Josef_Hoffmann,,12/15/1870,5/7/1956,0,0,term1 term2 term3 term4 term5
205,1916,Holden,Holden,Charles,person,http://viaf.org/viaf/62770217,https://en.wikipedia.org/wiki/Charles_Holden,,5/12/1875,5/1/1960,0,0,term1 term2 term3 term4 term5
206,1999,Holl,Holl,Steven,person,,https://en.wikipedia.org/wiki/Steven_Holl,,12/9/1947,,9999,,term1 term2 term3 term4 term5
207,1977,HOLLEIN,Hollein,Hans,person,,https://en.wikipedia.org/wiki/Hans_Hollein,,3/30/1934,4/24/2014,9999,,term1 term2 term3 term4 term5
208,1925,HOOD,Hood,Raymond,person,,https://en.wikipedia.org/wiki/Raymond_Hood,,3/29/1881,8/14/1934,9999,,term1 term2 term3 term4 term5
209,1985,Hopkins,Hopkins,Michael ,person,http://viaf.org/viaf/101582971,https://en.wikipedia.org/wiki/Michael_Hopkins_(architect),,5/7/1935,6/17/2023,0,0,term1 term2 term3 term4 term5
210,1902,HORTA,Horta,Victor,person,http://viaf.org/viaf/41863991,https://en.wikipedia.org/wiki/Victor_Horta,,1/6/1861,9/8/1947,0,0,term1 term2 term3 term4 term5
211,1903,Ebenezer Howard,Howard,Ebenezer,person,http://viaf.org/viaf/69028545,https://en.wikipedia.org/wiki/Ebenezer_Howard,,1/29/1850,5/1/1928,0,0,term1 term2 term3 term4 term5
212,1976,Hundertwasser,Hundertwasser,Friedensreich,person,,https://en.wikipedia.org/wiki/Friedensreich_Hundertwasser,,12/15/1928,2/19/2000,9999,,term1 term2 term3 term4 term5
213,1978,Ishii,Ishii,Kazuhiro,person,http://viaf.org/viaf/52827221,n/a,,2/1/1944,1/14/2015,0,0,term1 term2 term3 term4 term5
214,1973,ISOZAKI,Isozaki,Arata,person,,https://en.wikipedia.org/wiki/Arata_Isozaki,,7/23/1931,12/28/2022,9999,,term1 term2 term3 term4 term5
215,1961,Jacobs,Jacobs,Jane,person,http://viaf.org/viaf/90712053,https://en.wikipedia.org/wiki/Jane_Jacobs,,5/4/1916,4/25/2006,0,0,term1 term2 term3 term4 term5
216,1961,Jacobs,Jacobs,Robert Allan,person,,https://en.wikipedia.org/wiki/Robert_Allan_Jacobs,,9/16/1905,11/4/1993,9999,,term1 term2 term3 term4 term5
217,1973,JENCKS,Jencks,Charles,person,,https://en.wikipedia.org/wiki/Charles_Jencks,,6/21/1939,10/13/2019,9999,,term1 term2 term3 term4 term5
431,1992,Jencks,Jencks,Charles,person,,https://en.wikipedia.org/wiki/Charles_Jencks,,6/21/1939,10/13/2019,9999,,term1 term2 term3 term4 term5
218,1910,,Jensen-Klint,Peder Vilhelm,,http://viaf.org/viaf/13478240,https://en.wikipedia.org/wiki/Peder_Vilhelm_Jensen-Klint,,06/21/1853,12/1/1930,0,0,term1 term2 term3 term4 term5
219,1979,Jerde,Jerde,Jon,person,http://viaf.org/viaf/4219149198258074940004,https://en.wikipedia.org/wiki/Jon_Jerde,,1/22/1940,2/9/2015,0,0,term1 term2 term3 term4 term5
220,1961,Johansen,Johansen,John M.,person,http://viaf.org/viaf/113523673,https://en.wikipedia.org/wiki/John_M._Johansen,,6/29/1916,10/26/2012,0,0,term1 term2 term3 term4 term5
221,1952,Johnson,Johnson,Philip,person,,https://en.wikipedia.org/wiki/Philip_Johnson,,7/8/1906,1/25/2005,9999,,term1 term2 term3 term4 term5
222,1976,Johnson,Johnson,Philip,person,,https://en.wikipedia.org/wiki/Philip_Johnson,,7/8/1906,1/25/2005,9999,,term1 term2 term3 term4 term5
224,1905,Jourdain,Jourdain,Frantz,person,http://viaf.org/viaf/64130335,https://en.wikipedia.org/wiki/Frantz_Jourdain,,10/3/1847,8/22/1935,0,0,term1 term2 term3 term4 term5
225,1966,KAHN,Kahn,Louis,person,,https://en.wikipedia.org/wiki/Louis_Kahn,,3/5/1901,3/17/1974,9999,,term1 term2 term3 term4 term5
226,1977,Kallman,Kallman,Gerhard,person,http://viaf.org/viaf/5058157643283538590004,https://en.wikipedia.org/wiki/Gerhard_Kallmann,,2/13/1915,6/19/2012,0,0,term1 term2 term3 term4 term5
227,1993,Karmi,Karmi,Ram,person,http://viaf.org/viaf/96239445,https://en.wikipedia.org/wiki/Ram_Karmi,,1931,4/11/2013,0,0,term1 term2 term3 term4 term5
228,1938,Keisler,Kiesler,Frederick John,person,,https://en.wikipedia.org/wiki/Frederick_John_Kiesler,,9/22/1890,12/27/1965,9999,,term1 term2 term3 term4 term5
229,1959,Keisler,Kiesler,Frederick John,person,,https://en.wikipedia.org/wiki/Frederick_John_Kiesler,,9/22/1890,12/27/1965,9999,,term1 term2 term3 term4 term5
230,1968,Kikutake,Kikutake,Kiyonori,person,http://viaf.org/viaf/96133831,https://en.wikipedia.org/wiki/Kiyonori_Kikutake,,4/1/1928,12/26/2011,0,0,term1 term2 term3 term4 term5
231,2001,Kipnis,Kipnis,Jeff,person,http://viaf.org/viaf/10000483,https://en.wikipedia.org/wiki/Jeff_Kipnis,,1951,,0,0,term1 term2 term3 term4 term5
232,1996,Kitagawara,Kitagawara,Atsushi,person,http://viaf.org/viaf/108332632,https://en.wikipedia.org/wiki/Atsushi_Kitagawara,,1951,,0,0,term1 term2 term3 term4 term5
233,1912,Klint,Klint,Kaare,person,,https://en.wikipedia.org/wiki/Kaare_Klint,,12/15/1888,3/23/1954,,,term1 term2 term3 term4 term5
234,1938,Klotz,Klotz,Clemens,person,http://viaf.org/viaf/18022555,https://en.wikipedia.org/wiki/Clemens_Klotz,,5/31/1886,8/18/1969,0,0,term1 term2 term3 term4 term5
235,1959,Koch,Koch,Carl,person,,https://en.wikipedia.org/wiki/Carl_Koch_(architect),,5/11/1912,7/3/1998,9999,,term1 term2 term3 term4 term5
236,1986,KOOLHAAS,Koolhaas,Rem,person,,https://en.wikipedia.org/wiki/Rem_Koolhaas,,11/17/1944,,9999,,term1 term2 term3 term4 term5
237,1985,KPF,KPF,,,http://viaf.org/viaf/124919683,https://en.wikipedia.org/wiki/Kohn_Pedersen_Fox,,1976,,0,0,term1 term2 term3 term4 term5
238,1917,Kramer,Kramer,Piet,person,http://viaf.org/viaf/74659080,https://en.wikipedia.org/wiki/Piet_Kramer,,7/1/1881,2/4/1961,0,0,term1 term2 term3 term4 term5
239,1942,Kreis,Kreis,Wilhelm,person,http://viaf.org/viaf/115619930,https://en.wikipedia.org/wiki/Wilhelm_Kreis,,3/17/1873,8/13/1955,0,0,term1 term2 term3 term4 term5
240,1981,L.Krier,Krier,Leon,person,,https://en.wikipedia.org/wiki/L%C3%A9on_Krier,,4/7/1946,,9999,,term1 term2 term3 term4 term5
241,1994,R.Krier,Krier,Rob,person,,https://en.wikipedia.org/wiki/Rob_Krier,,6/10/1938,11/1/2023,9999,,term1 term2 term3 term4 term5
242,1970,Kroll,Kroll,Lucien,person,,https://en.wikipedia.org/wiki/Lucien_Kroll,,3/13/1927,8/1/2022,9999,,term1 term2 term3 term4 term5
243,1962,Kurokawa,Kurokawa,Kisho,person,,https://en.wikipedia.org/wiki/Kisho_Kurokawa,,4/8/1934,10/12/2007,9999,45,term1 term2 term3 term4 term5
244,1992,KUROKAWA,Kurokawa,Kisho,person,,https://en.wikipedia.org/wiki/Kisho_Kurokawa,,4/8/1934,10/12/2007,9999,45,term1 term2 term3 term4 term5
245,1977,La Tendenza,La Tendenza,,,http://viaf.org/viaf/260393336,https://www.studiointernational.com/la-tendenza-italian-architecture-1965-1985,,,,0,0,term1 term2 term3 term4 term5
246,1900,Lanchester & Rickards,Lanchester,Henry Vaughan,person,http://viaf.org/viaf/56459619,https://en.wikipedia.org/wiki/H._V._Lanchester,,8/9/1863,1/16/1953,0,0,term1 term2 term3 term4 term5
246,1900,Lanchester & Rickards,Rickards,Edwin Alfred,person,http://viaf.org/viaf/11294337,https://en.wikipedia.org/wiki/E._A._Rickards,,6/?/1872,8/29/1920,0,0,term1 term2 term3 term4 term5
247,1920,LE CORBUSIER,Le Corbusier,,person,,https://en.wikipedia.org/wiki/Le_Corbusier,,10/06/1887,8/27/1965,9999,,term1 term2 term3 term4 term5
248,1927,LE CORBUSIER,Le Corbusier,,person,,https://en.wikipedia.org/wiki/Le_Corbusier,,10/06/1887,8/27/1965,9999,,term1 term2 term3 term4 term5
249,1950,LE CORBUSIER,Le Corbusier,,person,,https://en.wikipedia.org/wiki/Le_Corbusier,,10/06/1887,8/27/1965,9999,,term1 term2 term3 term4 term5
250,1965,Le Corbusier,Le Corbusier,,person,,https://en.wikipedia.org/wiki/Le_Corbusier,,10/06/1887,8/27/1965,9999,,term1 term2 term3 term4 term5
251,1900,Lechner,Lechner,Odon,person,http://viaf.org/viaf/35263153,"https://en.wikipedia.org/wiki/%C3%96d%C3%B6n_Lechner#:~:text=In%20the%20early%201900s%2C%20he,his%20search%20for%20larger%20commissions.",,8/27/1845,6/10/1914,0,0,term1 term2 term3 term4 term5
252,1933,Lemaresquier,Lemaresquier,Charles,person,http://viaf.org/viaf/44292846,https://en.wikipedia.org/wiki/Charles_Lemaresquier,,10/16/1870,1/6/1972,0,0,term1 term2 term3 term4 term5
253,1923,Leonidov,Leonidov,Ivan,person,http://viaf.org/viaf/67264236,https://en.wikipedia.org/wiki/Ivan_Leonidov,,2/9/1902,11/6/1959,0,0,term1 term2 term3 term4 term5
254,1903,Letchworth,Letchworth,,,http://viaf.org/viaf/141900024,https://en.wikipedia.org/wiki/Letchworth,,,,0,0,term1 term2 term3 term4 term5
255,1958,Lewerentz,Lewerentz,Sigurd,person,http://viaf.org/viaf/77114985,https://en.wikipedia.org/wiki/Sigurd_Lewerentz,,7/29/1885,12/29/1975,0,0,term1 term2 term3 term4 term5
256,1939,Libera,Libera,Adalberto,person,http://viaf.org/viaf/59883492,https://en.wikipedia.org/wiki/Adalberto_Libera,,7/16/1903,3/17/1963,0,0,term1 term2 term3 term4 term5
257,2001,LIBESKIND,Libeskind,Daniel,person,,https://en.wikipedia.org/wiki/Daniel_Libeskind,,5/12/1946,,9999,,term1 term2 term3 term4 term5
258,1919,Lissitzky,Lissitzky,El ,person,http://viaf.org/viaf/41890867,https://en.wikipedia.org/wiki/El_Lissitzky,,11/24/1890,12/30/1941,0,0,term1 term2 term3 term4 term5
259,1945,lofam,Lofam,,,,,,,,0,0,term1 term2 term3 term4 term5
260,1930,LOUGHEUR ACT,Lougheur Act,,,,,,,,,,term1 term2 term3 term4 term5
261,1996,Amory Lovins,Lovins,Amory,,http://viaf.org/viaf/108190727,https://en.wikipedia.org/wiki/Amory_Lovins,,11/13/1947,,0,0,term1 term2 term3 term4 term5
262,1929,Lucrat,Lucrat,Andre,person,,https://en.wikipedia.org/wiki/Andr%C3%A9_Lur%C3%A7at,,8/27/1894,7/11/1970,0,0,term1 term2 term3 term4 term5
263,1914,LUTYENS,Lutyens,Edwin,person,http://viaf.org/viaf/64048126,https://en.wikipedia.org/wiki/Edwin_Lutyens,,3/29/1869,1/1/1944,0,0,term1 term2 term3 term4 term5
264,1916,Lutyens & Unwin,Lutyens,Edwin,,http://viaf.org/viaf/64048126,https://en.wikipedia.org/wiki/Edwin_Lutyens,,3/29/1869,1/1/1944,0,0,term1 term2 term3 term4 term5
265,2002,Lynn,Lynn,Greg,person,,https://en.wikipedia.org/wiki/Greg_Lynn,,1964,,0,0,term1 term2 term3 term4 term5
266,1987,MacCormac,MacCormac,Richard,person,http://viaf.org/viaf/261246317,https://en.wikipedia.org/wiki/Richard_MacCormac,,9/3/1938,7/26/2014,0,0,term1 term2 term3 term4 term5
267,1904,Mackintosh,Mackintosh,Charles,person,http://viaf.org/viaf/74645185,https://en.wikipedia.org/wiki/Charles_Rennie_Mackintosh,,6/7/1868,12/10/1928,0,0,term1 term2 term3 term4 term5
268,1905,Mackintosh,Mackintosh,Charles,person,http://viaf.org/viaf/74645185,https://en.wikipedia.org/wiki/Charles_Rennie_Mackintosh,,6/7/1868,12/10/1928,0,0,term1 term2 term3 term4 term5
269,1957,Maekawa,Maekawa,Kunio,person,http://viaf.org/viaf/91944476,https://en.wikipedia.org/wiki/Kunio_Maekawa,,5/14/1905,6/26/1986,0,0,term1 term2 term3 term4 term5
270,1997,Makovecz,Makovecz,Imre,person,http://viaf.org/viaf/111336623,https://en.wikipedia.org/wiki/Imre_Makovecz,,11/20/1935,9/27/2011,0,0,term1 term2 term3 term4 term5
271,1924,E.MAY & FRANKFURT,May,Ernst,,http://viaf.org/viaf/37711461,https://en.wikipedia.org/wiki/Ernst_May,,7/27/1886,9/11/1970,0,0,term1 term2 term3 term4 term5
272,1908,Maybeck,Maybeck,Bernard,person,,https://en.wikipedia.org/wiki/Bernard_Maybeck,,2/7/1862,10/3/1957,9999,,term1 term2 term3 term4 term5
273,1995,Mecanoo,Mecanoo,,,http://viaf.org/viaf/150284077,https://en.wikipedia.org/wiki/Mecanoo,,1984,,0,0,term1 term2 term3 term4 term5
274,2002,MEIER,Meier,Richard,person,,https://en.wikipedia.org/wiki/Richard_Meier,,10/12/1934,,9999,3,term1 term2 term3 term4 term5
275,1926,Melnikov,Melnikov,Konstantin,person,http://viaf.org/viaf/111746182,https://en.wikipedia.org/wiki/Konstantin_Melnikov,,08/03/1890,11/28/1974,0,0,term1 term2 term3 term4 term5
276,1923,Mendelsohn,Mendelsohn,Erich,person,http://viaf.org/viaf/2612145857099822922047,https://en.wikipedia.org/wiki/Erich_Mendelsohn,,03/21/1887,9/15/1953,0,0,term1 term2 term3 term4 term5
277,1910,Mewes & Davies,Mewes,Charles,person,http://viaf.org/viaf/95721546,https://en.wikipedia.org/wiki/Charles_Mew%C3%A8s,,1/30/1858,8/9/1914,0,0,term1 term2 term3 term4 term5
278,1942,Michelucci,Michelucci,Giovanni,person,http://viaf.org/viaf/112495870,https://en.wikipedia.org/wiki/Giovanni_Michelucci,,1/2/1891,12/31/1990,0,0,term1 term2 term3 term4 term5
279,1961,Michelucci,Michelucci,Giovanni,person,http://viaf.org/viaf/112495870,https://en.wikipedia.org/wiki/Giovanni_Michelucci,,1/2/1891,12/31/1990,0,0,term1 term2 term3 term4 term5
280,1921,MIES,Mies van der Rohe,Ludwig ,person,http://viaf.org/viaf/95153318,https://en.wikipedia.org/wiki/Ludwig_Mies_van_der_Rohe,,3/27/1886,8/17/1969,0,0,term1 term2 term3 term4 term5
281,1956,MIES,Mies van der Rohe,Ludwig ,person,http://viaf.org/viaf/95153318,https://en.wikipedia.org/wiki/Ludwig_Mies_van_der_Rohe,,3/27/1886,8/17/1969,0,0,term1 term2 term3 term4 term5
282,1973,Milton Keyens,Milton Keyens,,,,https://en.wikipedia.org/wiki/Milton_Keynes,,1/23/1967,,0,0,term1 term2 term3 term4 term5
283,1991,Miralles,Miralles,Enric,person,,https://en.wikipedia.org/wiki/Enric_Miralles,,2/12/1955,7/3/2000,9999,,term1 term2 term3 term4 term5
284,1930,Moholy-Nagy,Moholy-Nagy,Laszlo,person,http://viaf.org/viaf/22203431,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Moholy-Nagy,,7/20/1895,11/24/1946,0,0,term1 term2 term3 term4 term5
285,1992,MONEO,Moneo,Rafael,person,,https://en.wikipedia.org/wiki/Rafael_Moneo,,5/9/1937,,9999,,term1 term2 term3 term4 term5
286,1970,Moore,Moore,Charles (Willard),person,,https://en.wikipedia.org/wiki/Charles_Moore_(architect),,10/31/1925,12/16/1993,9999,,term1 term2 term3 term4 term5
287,1909,Moser,Moser,Karl,person,http://viaf.org/viaf/3263091,https://en.wikipedia.org/wiki/Karl_Moser,,8/10/1860,2/28/1936,0,0,term1 term2 term3 term4 term5
288,1989,MOSS,Moss,Eric Owen,person,,https://en.wikipedia.org/wiki/Eric_Owen_Moss,,7/25/1943,,9999,,term1 term2 term3 term4 term5
289,2001,Mozuma,Mozuma,,,,"https://en.wikipedia.org/wiki/Mazuma,_Nevada",,,,,,term1 term2 term3 term4 term5
290,1913,Muthesius,Muthesius,Hermann,person,http://viaf.org/viaf/36994033,https://en.wikipedia.org/wiki/Hermann_Muthesius,,4/20/1861,10/29/1927,0,0,term1 term2 term3 term4 term5
291,1936,Muzio,Muzio,Giovanni,person,http://viaf.org/viaf/3270688,https://en.wikipedia.org/wiki/Giovanni_Muzio,,2/12/1893,5/21/1982,0,0,term1 term2 term3 term4 term5
292,1997,Navarro ecological design,Navarro,Agustin,person,http://viaf.org/viaf/96203323,https://en.wikipedia.org/wiki/Agust%C3%ADn_Hern%C3%A1ndez_Navarro,,2/29/1924,11/10/2022,0,0,term1 term2 term3 term4 term5
293,1951,Neutra,Neutra,Richard,person,,https://en.wikipedia.org/wiki/Richard_Neutra,,4/8/1892,4/16/1970,9999,,term1 term2 term3 term4 term5
294,1955,Niemeyer,Niemeyer,Oscar,person,http://viaf.org/viaf/95725437,https://en.wikipedia.org/wiki/Oscar_Niemeyer,,12/15/1907,12/5/2012,0,0,term1 term2 term3 term4 term5
295,1964,Niemeyer,Niemeyer,Oscar,person,http://viaf.org/viaf/95725437,https://en.wikipedia.org/wiki/Oscar_Niemeyer,,12/15/1907,12/5/2012,0,0,term1 term2 term3 term4 term5
296,1973,Nikken Sekki,Nikken Sekki,,,,,,,,0,0,term1 term2 term3 term4 term5
297,1973,Norberg-Schulz,Norberg-Schulz,Christian,person,,https://en.wikipedia.org/wiki/Christian_Norberg-Schulz,,5/23/1926,3/28/2000,9999,,term1 term2 term3 term4 term5
298,1992,NOUVEL,Nouvel,Jean,person,,https://en.wikipedia.org/wiki/Jean_Nouvel,,8/12/1945,,9999,46,term1 term2 term3 term4 term5
299,1901,Olbrich,Olbrich,Joseph Maria,person,http://viaf.org/viaf/39646235,https://en.wikipedia.org/wiki/Joseph_Maria_Olbrich,,12/22/1867,9/8/1908,0,0,term1 term2 term3 term4 term5
300,1926,Osa,Osa,,,,https://en.wikipedia.org/wiki/OSA_Group,,1925,1930,0,0,term1 term2 term3 term4 term5
301,1919,Ostberg,Ostberg,Ragnar,person,http://viaf.org/viaf/54274637,https://en.wikipedia.org/wiki/Ragnar_%C3%96stberg,,7/14/1866,2/5/1945,0,0,term1 term2 term3 term4 term5
302,1922,Oud,Oud,J.J.,person,http://viaf.org/viaf/59169249,https://en.wikipedia.org/wiki/J._J._P._Oud,,2/9/1890,4/5/1963,0,0,term1 term2 term3 term4 term5
303,1980,Outram,Outram,John,person,http://viaf.org/viaf/44136111,https://en.wikipedia.org/wiki/John_Outram,,6/21/1934,,0,0,term1 term2 term3 term4 term5
304,1910,Parker & Unwin,Parker,Richard Barry,,http://viaf.org/viaf/35379988,https://en.wikipedia.org/wiki/Richard_Barry_Parker,,11/18/1867,2/21/1947,0,0,term1 term2 term3 term4 term5
305,1986,Pattern Language,Pattern Language,,book,http://viaf.org/viaf/9246156858511749780007,https://en.wikipedia.org/wiki/A_Pattern_Language,,1977,,0,0,term1 term2 term3 term4 term5
