item-no,pos-in-chrono,poss-names,jencks-name,last-name,first-name,item-type,viaf-link,wikipedia-link,getty-link,born,died,works-in-htdl,unvrf-built-bio-comparisons,top-terms,author,top-bio-keywords,top-bio-systems,n-bio-comparisons,top-built-keywords
349,1974.0,,Scarpa,Scarpa,Carlo,person,http://viaf.org/viaf/100173854,https://en.wikipedia.org/wiki/Carlo_Scarpa,,6/2/06,11/28/78,9999.0,,term1 term2 term3 term4 term5,"Scarpa, Carlo, 1906-1978","{'Complex': 5, 'Head': 5, 'Life': 4, 'Hand': 3, 'Process': 2}","{'Body Regions': 12, 'Life': 9, 'Nervous': 3, 'Skeletal': 2, 'Lymphatic': 1}",29.0,"{'architecture': 6, 'environment': 5, 'complex': 3, 'building': 2, 'city': 2}"
349,1974.0,,Scarpa,Scarpa,Carlo,person,http://viaf.org/viaf/100173854,https://en.wikipedia.org/wiki/Carlo_Scarpa,,6/2/06,11/28/78,9999.0,,term1 term2 term3 term4 term5,"Scarpa, Carlo, 1906-1978.","{'Life': 118, 'Complex': 94, 'Back': 67, 'Hand': 61, 'System': 52}","{'Life': 383, 'Body Regions': 164, 'Physiology, General': 69, 'Skeletal': 52, 'Cardiovascular': 47}",841.0,"{'architecture': 94, 'complex': 76, 'building': 59, 'area': 43, 'space': 26}"
348,1908.0,,Sauvage,Sauvage,Henri,person,http://viaf.org/viaf/62348319,https://en.wikipedia.org/wiki/Henri_Sauvage,,05/10/1873,3/21/32,0.0,0.0,term1 term2 term3 term4 term5,,,,,
347,1936.0,,Sartoris,Sartoris,Alberto,person,http://viaf.org/viaf/117576649,https://fr.wikipedia.org/wiki/Alberto_Sartoris,,2/2/01,3/8/98,0.0,0.0,term1 term2 term3 term4 term5,,,,,
346,1914.0,,Sant-Elia,Sant-Elia,Antonio,person,http://viaf.org/viaf/64808203,https://en.wikipedia.org/wiki/Antonio_Sant%27Elia,,04/30/1888,10/10/16,0.0,0.0,term1 term2 term3 term4 term5,,,,,
345,1941.0,,Sagebiel,Sagebiel,Ernst,person,http://viaf.org/viaf/20439598,https://en.wikipedia.org/wiki/Ernst_Sagebiel,,10/2/1892,3/5/70,0.0,0.0,term1 term2 term3 term4 term5,,,,,
344,1956.0,,Saarinen,Saarinen,Eero,person,http://viaf.org/viaf/41868977,https://en.wikipedia.org/wiki/Eero_Saarinen,,8/20/10,9/1/61,9999.0,,term1 term2 term3 term4 term5,"Saarinen, Eero, 1910-1961","{'System': 18, 'Back': 14, 'Foot': 9, 'Face': 7, 'Complex': 7}","{'Body Regions': 42, 'Life': 36, 'Skeletal': 5, 'Physiology, General': 4, 'Heredity': 3}",99.0,"{'building': 24, 'architecture': 16, 'area': 3, 'village': 3, 'complex': 3}"
343,1913.0,,Saarinen,Saarinen,Eliel,person,http://viaf.org/viaf/39471157,https://en.wikipedia.org/wiki/Eliel_Saarinen,,8/20/1873,7/1/50,0.0,0.0,term1 term2 term3 term4 term5,,,,,
342,1900.0,,Saarinen,Saarinen,Eliel,person,http://viaf.org/viaf/39471157,https://en.wikipedia.org/wiki/Eliel_Saarinen,,8/20/1873,7/1/50,0.0,0.0,term1 term2 term3 term4 term5,,,,,
341,1991.0,,"S,M,L,XL","S,M,L,XL",,,http://viaf.org/viaf/345144928979754440909,"https://en.wikipedia.org/wiki/S,M,L,XL",,10/31/95,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
340,1953.0,,Rudolph,Rudolph,Paul,person,http://viaf.org/viaf/161676,https://en.wikipedia.org/wiki/Paul_Rudolph_(architect),,10/23/18,8/8/97,9999.0,,term1 term2 term3 term4 term5,"Rudolph, Paul, 1918-","{'Complex': 4, 'Neck': 3, 'Hand': 2, 'Back': 2, 'Life': 1}","{'Life': 7, 'Body Regions': 7, 'Heredity': 1, 'Respiratory': 1, 'Physiology, General': 1}",17.0,"{'complex': 3, 'building': 2, 'house': 1, 'door': 1, 'elevation': 1}"
340,1953.0,,Rudolph,Rudolph,Paul,person,http://viaf.org/viaf/161676,https://en.wikipedia.org/wiki/Paul_Rudolph_(architect),,10/23/18,8/8/97,9999.0,,term1 term2 term3 term4 term5,"Rudolph, Paul, 1918-1997","{'Life': 9, 'Energy': 6, 'Eye': 5, 'Back': 5, 'Movement': 4}","{'Life': 13, 'Physiology, General': 10, 'Body Regions': 6, 'Special Senses': 5, 'Digestive': 1}",38.0,"{'building': 9, 'structure': 3, 'city': 3, 'tower': 3, 'space': 2}"
340,1953.0,,Rudolph,Rudolph,Paul,person,http://viaf.org/viaf/161676,https://en.wikipedia.org/wiki/Paul_Rudolph_(architect),,10/23/18,8/8/97,9999.0,,term1 term2 term3 term4 term5,"Rudolph, Paul, 1918-1997.","{'Complex': 24, 'System': 21, 'Circulation': 11, 'Living': 11, 'Movement': 9}","{'Life': 73, 'Physiology, General': 22, 'Body Regions': 21, 'Skeletal': 14, 'Cardiovascular': 13}",163.0,"{'building': 40, 'house': 12, 'architecture': 11, 'area': 7, 'city': 6}"
339,1980.0,,Rowe,Rowe,Colin,person,http://viaf.org/viaf/100255972,https://en.wikipedia.org/wiki/Colin_Rowe,,3/27/20,11/5/99,9999.0,,term1 term2 term3 term4 term5,"Rowe, Colin.","{'Organization': 34, 'System': 12, 'Process': 11, 'Back': 10, 'Hand': 10}","{'Life': 77, 'Body Regions': 20, 'Physiology, General': 13, 'Nervous': 12, 'Skeletal': 5}",143.0,"{'architecture': 27, 'space': 23, 'building': 11, 'complex': 11, 'area': 5}"
338,1985.0,,ROSSI,Rossi,Aldo,person,http://viaf.org/viaf/100223891,https://en.wikipedia.org/wiki/Aldo_Rossi,,5/3/31,9/4/97,9999.0,,term1 term2 term3 term4 term5,"Rossi, Aldo, 1931-1997.","{'Life': 122, 'Memory': 58, 'Process': 42, 'Back': 37, 'Complex': 30}","{'Life': 243, 'Body Regions': 75, 'Nervous': 57, 'Physiology, General': 51, 'Skeletal': 23}",488.0,"{'architecture': 184, 'city': 33, 'house': 30, 'building': 29, 'complex': 17}"
337,1976.0,,Rossi,Rossi,Aldo,person,http://viaf.org/viaf/100223891,https://en.wikipedia.org/wiki/Aldo_Rossi,,5/3/31,9/4/97,9999.0,,term1 term2 term3 term4 term5,"Rossi, Aldo, 1931-1997.","{'Life': 122, 'Memory': 58, 'Process': 42, 'Back': 37, 'Complex': 30}","{'Life': 243, 'Body Regions': 75, 'Nervous': 57, 'Physiology, General': 51, 'Skeletal': 23}",488.0,"{'architecture': 184, 'city': 33, 'house': 30, 'building': 29, 'complex': 17}"
336,1958.0,,Ronchamp,Ronchamp,,,http://viaf.org/viaf/155939852,https://en.wikipedia.org/wiki/Ronchamp,,,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
335,1993.0,,ROGERS,Rogers,Richard,person,http://viaf.org/viaf/90597250,https://en.wikipedia.org/wiki/Richard_Rogers,,7/23/33,12/18/21,0.0,0.0,term1 term2 term3 term4 term5,,,,,
334,1918.0,,Rodchenko,Rodchenko,Alexander,person,http://viaf.org/viaf/56633412,https://en.wikipedia.org/wiki/Alexander_Rodchenko,,12/05/1891,12/3/56,0.0,0.0,term1 term2 term3 term4 term5,,,,,
333,1976.0,,Roche,Roche,Kevin,person,http://viaf.org/viaf/40170981,https://en.wikipedia.org/wiki/Kevin_Roche,,6/14/22,3/1/19,9999.0,,term1 term2 term3 term4 term5,"Kevin Roche, John Dinkeloo and Associates","{'Life': 25, 'Foot': 5, 'Back': 4, 'System': 2, 'Synthesis': 1}","{'Life': 25, 'Body Regions': 10, 'Chemistry': 1, 'Heredity': 1, 'Cardiovascular': 1}",42.0,"{'building': 14, 'architecture': 5, 'concrete': 4, 'brick': 2, 'housing': 2}"
333,1976.0,,Roche,Roche,Kevin,person,http://viaf.org/viaf/40170981,https://en.wikipedia.org/wiki/Kevin_Roche,,6/14/22,3/1/19,9999.0,,term1 term2 term3 term4 term5,"Kevin Roche, John Dinkeloo and Associates.","{'Support': 14, 'Joint': 12, 'Head': 11, 'System': 6, 'Protection': 4}","{'Skeletal': 26, 'Body Regions': 18, 'Life': 6, 'Integumentary': 5, 'Cells': 5}",60.0,"{'glass': 8, 'brick': 7, 'column': 6, 'ceiling': 6, 'wall': 5}"
333,1976.0,,Roche,Roche,Kevin,person,http://viaf.org/viaf/40170981,https://en.wikipedia.org/wiki/Kevin_Roche,,6/14/22,3/1/19,9999.0,,term1 term2 term3 term4 term5,"Roche, Kevin.","{'Complex': 61, 'Back': 38, 'Support': 31, 'Life': 30, 'Process': 26}","{'Life': 153, 'Body Regions': 75, 'Skeletal': 28, 'Physiology, General': 24, 'Integumentary': 10}",319.0,"{'building': 70, 'architecture': 47, 'area': 34, 'complex': 22, 'city': 18}"
332,1968.0,,Roche,Roche,Kevin,person,http://viaf.org/viaf/40170981,https://en.wikipedia.org/wiki/Kevin_Roche,,6/14/22,3/1/19,9999.0,,term1 term2 term3 term4 term5,"Kevin Roche, John Dinkeloo and Associates","{'Life': 25, 'Foot': 5, 'Back': 4, 'System': 2, 'Synthesis': 1}","{'Life': 25, 'Body Regions': 10, 'Chemistry': 1, 'Heredity': 1, 'Cardiovascular': 1}",42.0,"{'building': 14, 'architecture': 5, 'concrete': 4, 'brick': 2, 'housing': 2}"
332,1968.0,,Roche,Roche,Kevin,person,http://viaf.org/viaf/40170981,https://en.wikipedia.org/wiki/Kevin_Roche,,6/14/22,3/1/19,9999.0,,term1 term2 term3 term4 term5,"Kevin Roche, John Dinkeloo and Associates.","{'Support': 14, 'Joint': 12, 'Head': 11, 'System': 6, 'Protection': 4}","{'Skeletal': 26, 'Body Regions': 18, 'Life': 6, 'Integumentary': 5, 'Cells': 5}",60.0,"{'glass': 8, 'brick': 7, 'column': 6, 'ceiling': 6, 'wall': 5}"
332,1968.0,,Roche,Roche,Kevin,person,http://viaf.org/viaf/40170981,https://en.wikipedia.org/wiki/Kevin_Roche,,6/14/22,3/1/19,9999.0,,term1 term2 term3 term4 term5,"Roche, Kevin.","{'Complex': 61, 'Back': 38, 'Support': 31, 'Life': 30, 'Process': 26}","{'Life': 153, 'Body Regions': 75, 'Skeletal': 28, 'Physiology, General': 24, 'Integumentary': 10}",319.0,"{'building': 70, 'architecture': 47, 'area': 34, 'complex': 22, 'city': 18}"
331,1935.0,,Rimpl,Rimpl,Herbert,person,http://viaf.org/viaf/25504183,https://de.wikipedia.org/wiki/Herbert_Rimpl,,1/25/02,6/2/78,0.0,0.0,term1 term2 term3 term4 term5,,,,,
330,1926.0,,Rietveld,Rietveld,Gerrit,person,http://viaf.org/viaf/15562113,https://en.wikipedia.org/wiki/Gerrit_Rietveld,,6/24/1888,6/25/64,0.0,0.0,term1 term2 term3 term4 term5,,,,,
328,1994.0,,Rewal,Rewal,Raj,person,http://viaf.org/viaf/3450149068574465730003,https://en.wikipedia.org/wiki/Raj_Rewal,,11/24/34,,9999.0,,term1 term2 term3 term4 term5,"Rewal, Raj.","{'Living': 44, 'System': 12, 'Process': 10, 'Complex': 6, 'Movement': 6}","{'Life': 73, 'Physiology, General': 10, 'Cells': 5, 'Cardiovascular': 3, 'Skeletal': 3}",100.0,"{'building': 17, 'housing': 10, 'area': 10, 'environment': 7, 'architecture': 7}"
327,1951.0,,Reidy,Reidy,Affonso Eduardo,person,http://viaf.org/viaf/10641213,https://en.wikipedia.org/wiki/Affonso_Eduardo_Reidy,,10/26/09,8/10/64,9999.0,,term1 term2 term3 term4 term5,"Reidy, Affonso Eduardo, 1909-1964.","{'Living': 19, 'Protection': 8, 'System': 7, 'Circulation': 6, 'Hand': 5}","{'Life': 33, 'Body Regions': 8, 'Cardiovascular': 8, 'Integumentary': 7, 'Skeletal': 4}",68.0,"{'building': 11, 'bedroom': 8, 'plan': 5, 'concrete': 5, 'room': 4}"
326,1934.0,,Raymond,Raymond,Antonin,person,http://viaf.org/viaf/30404415,https://en.wikipedia.org/wiki/Antonin_Raymond,,5/10/1888,10/25/76,9999.0,,term1 term2 term3 term4 term5,"Raymond, Antonin, 1888-","{'Living': 13, 'Arm': 7, 'Back': 5, 'Head': 4, 'Life': 2}","{'Body Regions': 16, 'Life': 13, 'Skeletal': 1}",30.0,"{'furniture': 8, 'concrete': 5, 'room': 5, 'brick': 4, 'ceiling': 3}"
325,1953.0,,Rainer,Rainer,Arnulf,person,http://viaf.org/viaf/59210402,https://en.wikipedia.org/wiki/Arnulf_Rainer,,12/8/29,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
324,1930.0,,radburn,Radburn,,,,https://en.wikipedia.org/wiki/Radburn_design_housing,,,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
323,1993.0,,Prix,Prix,Wolf Dieter,person,http://viaf.org/viaf/15031103,https://en.wikipedia.org/wiki/Wolf_Dieter_Prix,,12/13/42,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
322,1908.0,,Prior,Prior,Edward Schroeder,person,http://viaf.org/viaf/878688,https://en.wikipedia.org/wiki/Edward_Schroeder_Prior,,1/4/1852,8/19/32,0.0,0.0,term1 term2 term3 term4 term5,,,,,
321,1974.0,,Prince,Prince,Bart,person,http://viaf.org/viaf/236149294282880521410,https://en.wikipedia.org/wiki/Bart_Prince,,6/24/47,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
320,1961.0,,Price,Price,Cedric,person,http://viaf.org/viaf/95693676,https://en.wikipedia.org/wiki/Cedric_Price,,9/11/34,8/10/03,9999.0,,term1 term2 term3 term4 term5,"Price, Cedric.","{'Membrane': 133, 'Skin': 65, 'Life': 64, 'System': 44, 'Support': 19}","{'Cells': 132, 'Life': 105, 'Integumentary': 72, 'Physiology, General': 33, 'Body Regions': 33}",416.0,"{'structure': 53, 'material': 21, 'section': 16, 'surface': 13, 'environment': 12}"
319,1992.0,,Predock,Predock,Antoine,person,http://viaf.org/viaf/10655261,https://en.wikipedia.org/wiki/Antoine_Predock,,6/24/36,3/2/24,9999.0,,term1 term2 term3 term4 term5,"Predock, Antoine.","{'Foot': 12, 'System': 9, 'Living': 9, 'Back': 8, 'Movement': 8}","{'Life': 40, 'Body Regions': 37, 'Physiology, General': 15, 'Cardiovascular': 10, 'Integumentary': 8}",127.0,"{'building': 30, 'architecture': 26, 'house': 10, 'area': 5, 'glass': 3}"
318,1998.0,,Porphyrios,Porphyrios,Demetri,person,http://viaf.org/viaf/27138236,https://en.wikipedia.org/wiki/Demetri_Porphyrios,,1949,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
317,1949.0,,Ponti,Ponti,Gio,person,http://viaf.org/viaf/108666789,https://en.wikipedia.org/wiki/Gio_Ponti,,11/18/1891,9/16/79,9999.0,,term1 term2 term3 term4 term5,"Ponti, Gio, 1891-1979.","{'Life': 107, 'Living': 27, 'Back': 23, 'Hand': 21, 'Alive': 19}","{'Life': 168, 'Body Regions': 63, 'Physiology, General': 43, 'Special Senses': 16, 'Skeletal': 14}",343.0,"{'architecture': 112, 'building': 12, 'house': 12, 'city': 6, 'door': 6}"
316,1948.0,,Poliakov,Poliakov,L√©on,person,http://viaf.org/viaf/9852041,https://en.wikipedia.org/wiki/L%C3%A9on_Poliakov,,11/25/10,12/8/97,9999.0,,term1 term2 term3 term4 term5,"Poliakov, Léon, 1910-1997","{'Life': 108, 'Hand': 74, 'Head': 59, 'Blood': 50, 'Back': 45}","{'Life': 268, 'Body Regions': 224, 'Cardiovascular': 59, 'Physiology, General': 39, 'Skeletal': 18}",671.0,"{'complex': 16, 'mass': 16, 'city': 11, 'zone': 11, 'cities': 10}"
316,1948.0,,Poliakov,Poliakov,L√©on,person,http://viaf.org/viaf/9852041,https://en.wikipedia.org/wiki/L%C3%A9on_Poliakov,,11/25/10,12/8/97,9999.0,,term1 term2 term3 term4 term5,"Poliakov, Léon, 1910-1997.","{'Life': 108, 'Hand': 73, 'Head': 58, 'Blood': 49, 'Back': 46}","{'Life': 268, 'Body Regions': 221, 'Cardiovascular': 58, 'Physiology, General': 39, 'Skeletal': 18}",664.0,"{'mass': 16, 'complex': 15, 'city': 12, 'area': 11, 'cities': 10}"
315,1914.0,,Poelzig,Poelzig,Hans,person,http://viaf.org/viaf/85540,https://en.wikipedia.org/wiki/Hans_Poelzig,,04/30/1869,6/14/36,0.0,0.0,term1 term2 term3 term4 term5,,,,,
314,1909.0,,Pite,Pite,Arthur Beresford,person,http://viaf.org/viaf/24493730,https://en.wikipedia.org/wiki/Arthur_Beresford_Pite,,9/2/1861,11/27/34,0.0,0.0,term1 term2 term3 term4 term5,,,,,
313,1972.0,,Pietila,Pietil√§,Reima,person,http://viaf.org/viaf/95709497,https://en.wikipedia.org/wiki/Reima_and_Raili_Pietil%C3%A4,,8/25/23,8/26/93,0.0,0.0,term1 term2 term3 term4 term5,,,,,
312,1942.0,,Piacentini,Piacentini,Marcello,person,http://viaf.org/viaf/39370470,https://en.wikipedia.org/wiki/Marcello_Piacentini,,12/8/1881,5/19/60,0.0,0.0,term1 term2 term3 term4 term5,,,,,
311,1923.0,,PESSAC,PESSAC,,,,,,,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
310,1901.0,,Perret,Perret,Auguste,person,http://viaf.org/viaf/32045176,https://en.wikipedia.org/wiki/Auguste_Perret,,2/12/1874,2/25/54,0.0,0.0,term1 term2 term3 term4 term5,,,,,
309,1999.0,,Perrella,Perrella,Stephen,person,http://viaf.org/viaf/24682120,https://www.archpaper.com/2008/03/stephen-perrella-1956-2008/,,,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
308,1997.0,,Pelli,Pelli,Cesar,person,http://viaf.org/viaf/109411704,https://en.wikipedia.org/wiki/C%C3%A9sar_Pelli,,10/12/26,7/19/19,9999.0,,term1 term2 term3 term4 term5,"Pelli, Cesar","{'Skin': 7, 'Life': 3, 'System': 3, 'Face': 3, 'Back': 3}","{'Body Regions': 9, 'Integumentary': 7, 'Life': 6, 'Physiology, General': 3, 'Skeletal': 2}",27.0,"{'city': 6, 'building': 5, 'concrete': 4, 'architecture': 3, 'ceiling': 3}"
308,1997.0,,Pelli,Pelli,Cesar,person,http://viaf.org/viaf/109411704,https://en.wikipedia.org/wiki/C%C3%A9sar_Pelli,,10/12/26,7/19/19,9999.0,,term1 term2 term3 term4 term5,"Pelli, Cesar.","{'Process': 110, 'Complex': 69, 'System': 69, 'Life': 61, 'Foot': 51}","{'Life': 315, 'Body Regions': 111, 'Physiology, General': 61, 'Skeletal': 56, 'Cardiovascular': 39}",667.0,"{'building': 145, 'architecture': 135, 'city': 34, 'complex': 28, 'brick': 27}"
307,1989.0,,Pelli,Pelli,Cesar,person,http://viaf.org/viaf/109411704,https://en.wikipedia.org/wiki/C%C3%A9sar_Pelli,,10/12/26,7/19/19,9999.0,,term1 term2 term3 term4 term5,"Pelli, Cesar","{'Skin': 7, 'Life': 3, 'System': 3, 'Face': 3, 'Back': 3}","{'Body Regions': 9, 'Integumentary': 7, 'Life': 6, 'Physiology, General': 3, 'Skeletal': 2}",27.0,"{'city': 6, 'building': 5, 'concrete': 4, 'architecture': 3, 'ceiling': 3}"
307,1989.0,,Pelli,Pelli,Cesar,person,http://viaf.org/viaf/109411704,https://en.wikipedia.org/wiki/C%C3%A9sar_Pelli,,10/12/26,7/19/19,9999.0,,term1 term2 term3 term4 term5,"Pelli, Cesar.","{'Process': 110, 'Complex': 69, 'System': 69, 'Life': 61, 'Foot': 51}","{'Life': 315, 'Body Regions': 111, 'Physiology, General': 61, 'Skeletal': 56, 'Cardiovascular': 39}",667.0,"{'building': 145, 'architecture': 135, 'city': 34, 'complex': 28, 'brick': 27}"
306,1979.0,,Pei,Pei,I M,person,http://viaf.org/viaf/2491588,https://en.wikipedia.org/wiki/I._M._Pei,,4/26/17,5/16/19,0.0,0.0,term1 term2 term3 term4 term5,,,,,
305,1986.0,,Pattern Language,Pattern Language,,book,http://viaf.org/viaf/9246156858511749780007,https://en.wikipedia.org/wiki/A_Pattern_Language,,1977,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
304,1910.0,,Parker & Unwin,Parker,Richard Barry,,http://viaf.org/viaf/35379988,https://en.wikipedia.org/wiki/Richard_Barry_Parker,,11/18/1867,2/21/47,0.0,0.0,term1 term2 term3 term4 term5,,,,,
303,1980.0,,Outram,Outram,John,person,http://viaf.org/viaf/44136111,https://en.wikipedia.org/wiki/John_Outram,,6/21/34,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
302,1922.0,,Oud,Oud,J.J.,person,http://viaf.org/viaf/59169249,https://en.wikipedia.org/wiki/J._J._P._Oud,,2/9/1890,4/5/63,0.0,0.0,term1 term2 term3 term4 term5,,,,,
301,1919.0,,Ostberg,Ostberg,Ragnar,person,http://viaf.org/viaf/54274637,https://en.wikipedia.org/wiki/Ragnar_%C3%96stberg,,7/14/1866,2/5/45,0.0,0.0,term1 term2 term3 term4 term5,,,,,
300,1926.0,,Osa,Osa,,,,https://en.wikipedia.org/wiki/OSA_Group,,1925,1930,0.0,0.0,term1 term2 term3 term4 term5,,,,,
299,1901.0,,Olbrich,Olbrich,Joseph Maria,person,http://viaf.org/viaf/39646235,https://en.wikipedia.org/wiki/Joseph_Maria_Olbrich,,12/22/1867,9/8/08,0.0,0.0,term1 term2 term3 term4 term5,,,,,
298,1992.0,,NOUVEL,Nouvel,Jean,person,http://viaf.org/viaf/95789815,https://en.wikipedia.org/wiki/Jean_Nouvel,,8/12/45,,9999.0,46.0,term1 term2 term3 term4 term5,"Nouvel, Jean, 1945-","{'System': 26, 'Life': 19, 'Process': 15, 'Complex': 12, 'Back': 12}","{'Life': 78, 'Body Regions': 29, 'Physiology, General': 11, 'Nervous': 6, 'Integumentary': 5}",138.0,"{'building': 20, 'architecture': 19, 'complex': 9, 'area': 5, 'town': 3}"
297,1973.0,,Norberg-Schulz,Norberg-Schulz,Christian,person,http://viaf.org/viaf/108178407,https://en.wikipedia.org/wiki/Christian_Norberg-Schulz,,5/23/26,3/28/00,9999.0,,term1 term2 term3 term4 term5,"Norberg-Schulz, Christian.","{'Life': 653, 'System': 588, 'Movement': 338, 'Articulation': 337, 'Complex': 289}","{'Life': 2132, 'Skeletal': 499, 'Physiology, General': 486, 'Body Regions': 375, 'Chemistry': 194}",4006.0,"{'architecture': 727, 'building': 413, 'space': 272, 'complex': 232, 'city': 185}"
296,1973.0,,Nikken Sekki,Nikken Sekki,,firm,http://viaf.org/viaf/134336057,https://en.wikipedia.org/wiki/Nikken_Sekkei,,,,0.0,0.0,term1 term2 term3 term4 term5,,,,,
295,1964.0,,Niemeyer,Niemeyer,Oscar,person,http://viaf.org/viaf/95725437,https://en.wikipedia.org/wiki/Oscar_Niemeyer,,12/15/07,12/5/12,0.0,0.0,term1 term2 term3 term4 term5,,,,,
294,1955.0,,Niemeyer,Niemeyer,Oscar,person,http://viaf.org/viaf/95725437,https://en.wikipedia.org/wiki/Oscar_Niemeyer,,12/15/07,12/5/12,0.0,0.0,term1 term2 term3 term4 term5,,,,,
293,1951.0,,Neutra,Neutra,Richard,person,http://viaf.org/viaf/66513638,https://en.wikipedia.org/wiki/Richard_Neutra,,4/8/1892,4/16/70,9999.0,,term1 term2 term3 term4 term5,"Neutra, Richard Joseph, 1892-1970","{'Life': 2, 'Growth': 1, 'Host': 1, 'Back': 1, 'Movement': 1}","{'Life': 5, 'Physiology, General': 2, 'Organisms': 1, 'Body Regions': 1, 'Skeletal': 1}",10.0,"{'house': 4, 'architecture': 2, 'building': 1, 'landscape': 1, 'site': 1}"
293,1951.0,,Neutra,Neutra,Richard,person,http://viaf.org/viaf/66513638,https://en.wikipedia.org/wiki/Richard_Neutra,,4/8/1892,4/16/70,9999.0,,term1 term2 term3 term4 term5,"Neutra, Richard Joseph, 1892-1970.","{'Living': 668, 'Life': 560, 'Organic': 169, 'Back': 157, 'Nervous': 157}","{'Life': 1544, 'Body Regions': 575, 'Physiology, General': 565, 'Nervous': 455, 'Cardiovascular': 169}",3800.0,"{'area': 185, 'building': 173, 'architecture': 139, 'room': 126, 'city': 121}"
292,1997.0,,Navarro ecological design,Navarro,Agustin,person,http://viaf.org/viaf/96203323,https://en.wikipedia.org/wiki/Agust%C3%ADn_Hern%C3%A1ndez_Navarro,,2/29/24,11/10/22,0.0,0.0,term1 term2 term3 term4 term5,,,,,
291,1936.0,,Muzio,Muzio,Giovanni,person,http://viaf.org/viaf/3270688,https://en.wikipedia.org/wiki/Giovanni_Muzio,,2/12/1893,5/21/82,0.0,0.0,term1 term2 term3 term4 term5,,,,,
290,1913.0,,Muthesius,Muthesius,Hermann,person,http://viaf.org/viaf/36994033,https://en.wikipedia.org/wiki/Hermann_Muthesius,,4/20/1861,10/29/27,0.0,0.0,term1 term2 term3 term4 term5,,,,,
289,2001.0,,Mozuma,Mozuma,,,,"https://en.wikipedia.org/wiki/Mazuma,_Nevada",,,,,,term1 term2 term3 term4 term5,,,,,
288,1989.0,,MOSS,Moss,Eric Owen,person,http://viaf.org/viaf/111523176,https://en.wikipedia.org/wiki/Eric_Owen_Moss,,7/25/43,,9999.0,,term1 term2 term3 term4 term5,"Moss, Eric Owen","{'Back': 13, 'Foot': 10, 'System': 9, 'Complex': 9, 'Support': 8}","{'Body Regions': 31, 'Life': 29, 'Skeletal': 10, 'Physiology, General': 9, 'Cardiovascular': 9}",94.0,"{'building': 26, 'city': 12, 'architecture': 9, 'area': 7, 'space': 4}"
288,1989.0,,MOSS,Moss,Eric Owen,person,http://viaf.org/viaf/111523176,https://en.wikipedia.org/wiki/Eric_Owen_Moss,,7/25/43,,9999.0,,term1 term2 term3 term4 term5,"Moss, Eric Owen, 1943-","{'Life': 49, 'Back': 41, 'Complex': 38, 'System': 37, 'Face': 29}","{'Life': 160, 'Body Regions': 129, 'Skeletal': 39, 'Physiology, General': 38, 'Cardiovascular': 18}",422.0,"{'building': 66, 'architecture': 50, 'city': 22, 'area': 15, 'space': 14}"
287,1909.0,,Moser,Moser,Karl,person,http://viaf.org/viaf/3263091,https://en.wikipedia.org/wiki/Karl_Moser,,8/10/1860,2/28/36,0.0,0.0,term1 term2 term3 term4 term5,,,,,
286,1970.0,,Moore,Moore,Charles (Willard),person,http://viaf.org/viaf/108418919,https://en.wikipedia.org/wiki/Charles_Moore_(architect),,10/31/25,12/16/93,9999.0,,term1 term2 term3 term4 term5,"Moore, Charles W., 1925-1993.","{'Life': 230, 'Back': 213, 'Living': 129, 'Hand': 110, 'Face': 87}","{'Body Regions': 567, 'Life': 533, 'Physiology, General': 184, 'Cardiovascular': 94, 'Special Senses': 71}",1589.0,"{'house': 180, 'building': 139, 'city': 81, 'architecture': 71, 'area': 58}"
286,1970.0,,Moore,Moore,Charles (Willard),person,http://viaf.org/viaf/108418919,https://en.wikipedia.org/wiki/Charles_Moore_(architect),,10/31/25,12/16/93,9999.0,,term1 term2 term3 term4 term5,"Moore, Charles Willard, 1925-1993.","{'Back': 5, 'Motion': 2, 'Evolution': 2, 'Equilibrium': 1, 'Heart': 1}","{'Body Regions': 6, 'Physiology, General': 4, 'Heredity': 2, 'Cardiovascular': 1}",13.0,"{'house': 3, 'town': 1, 'frame': 1, 'city': 1, 'wall': 1}"
285,1992.0,,MONEO,Moneo,Rafael,person,http://viaf.org/viaf/95770804,https://en.wikipedia.org/wiki/Rafael_Moneo,,5/9/37,,9999.0,,term1 term2 term3 term4 term5,"Moneo, José Rafael.","{'Life': 13, 'System': 5, 'Complex': 3, 'Process': 3, 'Memory': 3}","{'Life': 31, 'Cardiovascular': 5, 'Physiology, General': 5, 'Body Regions': 4, 'Nervous': 3}",52.0,"{'architecture': 18, 'building': 8, 'cities': 3, 'area': 2, 'brick': 2}"
